date,w_open_n,w_high_n,w_low_n,w_close_n,new_n,started_n,done_n,dayofweek_n,dayofmonth_n,dayofyear_n,weekofyear_n,month_n,target_n,y_ystrdy_n
2010-01-13,0.0,0.0,0.0,0.0,0.2272727272727273,0.0,0.0,0.3333333333333333,0.4,0.03287671232876712,0.0196078431372549,0.0,0.0,
2010-01-14,0.0,0.0035971223021582736,0.0,0.0036496350364963502,0.13636363636363635,0.038461538461538464,0.0,0.5,0.43333333333333335,0.03561643835616438,0.0196078431372549,0.0,0.0,0.0
2010-01-15,0.0036496350364963502,0.0035971223021582736,0.003663003663003663,0.0036496350364963502,0.045454545454545456,0.0,0.0,0.6666666666666666,0.4666666666666667,0.03835616438356164,0.0196078431372549,0.0,0.0,0.007067137809187279
2010-01-16,0.0036496350364963502,0.0035971223021582736,0.003663003663003663,0.0036496350364963502,0.0,0.0,0.0,0.8333333333333333,0.5,0.0410958904109589,0.0196078431372549,0.0,0.0,0.0035335689045936395
2010-01-17,0.0036496350364963502,0.0035971223021582736,0.003663003663003663,0.0036496350364963502,0.0,0.0,0.0,1.0,0.5333333333333333,0.043835616438356165,0.0196078431372549,0.0,0.003663003663003663,0.0035335689045936395
2010-01-18,0.0036496350364963502,0.007194244604316547,0.003663003663003663,0.0072992700729927005,0.045454545454545456,0.038461538461538464,0.0,0.0,0.5666666666666667,0.04657534246575342,0.0392156862745098,0.0,0.007326007326007325,0.0035335689045936395
2010-01-19,0.0072992700729927005,0.01079136690647482,0.007326007326007326,0.010948905109489052,0.09090909090909091,0.038461538461538464,0.0,0.16666666666666666,0.6,0.049315068493150684,0.0392156862745098,0.0,0.010989010989010988,0.010600706713780918
2010-01-20,0.010948905109489052,0.014388489208633094,0.010989010989010988,0.014598540145985401,0.0,0.038461538461538464,0.0,0.3333333333333333,0.6333333333333333,0.05205479452054794,0.0392156862745098,0.0,0.018315018315018312,0.014134275618374558
2010-01-21,0.014598540145985401,0.02158273381294964,0.014652014652014652,0.021897810218978103,0.18181818181818182,0.07692307692307693,0.0,0.5,0.6666666666666666,0.0547945205479452,0.0392156862745098,0.0,0.029304029304029304,0.0176678445229682
2010-01-22,0.021897810218978103,0.03237410071942446,0.021978021978021976,0.032846715328467155,0.13636363636363635,0.11538461538461539,0.0,0.6666666666666666,0.7,0.057534246575342465,0.0392156862745098,0.0,0.029304029304029304,0.028268551236749116
2010-01-23,0.032846715328467155,0.03237410071942446,0.03296703296703297,0.032846715328467155,0.0,0.0,0.0,0.8333333333333333,0.7333333333333333,0.06027397260273973,0.0392156862745098,0.0,0.029304029304029304,0.04240282685512367
2010-01-24,0.032846715328467155,0.03237410071942446,0.03296703296703297,0.032846715328467155,0.0,0.0,0.0,1.0,0.7666666666666667,0.06301369863013699,0.0392156862745098,0.0,0.029304029304029304,0.03180212014134275
2010-01-25,0.032846715328467155,0.03237410071942446,0.03296703296703297,0.032846715328467155,0.0,0.0,0.0,0.0,0.8,0.06575342465753424,0.058823529411764705,0.0,0.03663003663003663,0.03180212014134275
